MODEL YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE (L),CYLINDERS,TRANSMISSION,FUEL TYPE,FUEL CONSUMPTION CITY (L/100),FUEL CONSUMPTION HWY (L/100),COMB (L/100 km),COMB (mpg),CO2 EMISSIONS (g/km),CO2 Rating,Smog Rating
2022.0,Ford,Escape AWD,SUV: Small,2.0,4.0,A8,X,10.5,7.5,9.2,31.0,216.0,5.0,5.0
2022.0,Ford,Escape Hybrid,SUV: Small,2.5,4.0,AV,X,5.4,6.3,5.8,49.0,136.0,8.0,7.0
2022.0,Ford,Escape Hybrid AWD,SUV: Small,2.5,4.0,AV,X,5.5,6.4,5.9,48.0,139.0,8.0,7.0
2022.0,Ford,Expedition 4X4,SUV: Standard,3.5,6.0,AS10,X,14.8,10.6,12.9,22.0,304.0,3.0,6.0
2022.0,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,X,15.4,11.2,13.5,21.0,317.0,3.0,6.0
2022.0,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6.0,AS10,X,14.5,12.3,13.5,21.0,317.0,3.0,6.0
2022.0,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,X,15.2,12.3,13.9,20.0,326.0,3.0,6.0
2022.0,Ford,Explorer AWD,SUV: Standard,2.3,4.0,A10,X,11.7,8.6,10.3,27.0,242.0,5.0,6.0
2022.0,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4.0,A10,X,12.0,9.0,10.7,26.0,252.0,5.0,6.0
2022.0,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4.0,AS10,X,12.2,10.5,11.5,25.0,269.0,4.0,6.0
2022.0,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4.0,AS10,X,12.5,11.0,11.8,24.0,277.0,4.0,6.0
2022.0,Ford,Explorer AWD,SUV: Standard,3.0,6.0,A10,X,13.4,9.8,11.8,24.0,277.0,4.0,5.0
2022.0,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6.0,AS10,X,10.1,9.0,9.6,29.0,225.0,5.0,6.0
2022.0,Ford,F-150,Pickup truck: Standard,2.7,6.0,AS10,X,12.1,9.4,10.9,26.0,256.0,5.0,6.0
2022.0,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6.0,AS10,X,13.5,10.1,12.0,24.0,282.0,4.0,6.0
2022.0,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,X,12.1,9.8,11.1,25.0,260.0,4.0,6.0
2022.0,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,E,16.8,12.8,15.0,19.0,249.0,5.0,6.0
2022.0,Ford,F-150,Pickup truck: Standard,3.5,6.0,AS10,X,13.1,9.9,11.7,24.0,275.0,4.0,6.0
2022.0,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,13.7,10.0,12.0,24.0,281.0,4.0,6.0
2022.0,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,X,14.4,10.8,12.8,22.0,300.0,3.0,5.0
2022.0,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,20.8,14.3,17.9,16.0,298.0,4.0,5.0
2022.0,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,X,14.7,10.6,12.9,22.0,302.0,3.0,5.0
2022.0,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,E,20.1,14.1,17.4,16.0,289.0,4.0,5.0
2022.0,Ford,F-150 4X4,Pickup truck: Standard,2.7,6.0,AS10,X,12.9,10.1,11.7,24.0,274.0,4.0,6.0
2022.0,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,X,12.6,10.7,11.8,24.0,277.0,4.0,6.0
2022.0,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,E,17.3,13.1,15.4,18.0,256.0,5.0,6.0
2022.0,Ford,F-150 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,13.5,10.3,12.1,23.0,284.0,4.0,6.0
2022.0,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,14.6,11.0,13.0,22.0,304.0,3.0,6.0
2022.0,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,X,14.7,10.8,12.9,22.0,304.0,3.0,5.0
2022.0,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,21.2,14.2,18.1,16.0,301.0,3.0,5.0
2022.0,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,X,15.1,10.7,13.1,22.0,308.0,3.0,5.0
2022.0,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,E,20.7,14.2,17.8,16.0,295.0,4.0,5.0
2022.0,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,15.8,13.2,14.6,19.0,344.0,3.0,6.0
2022.0,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,16.8,13.2,15.2,19.0,357.0,2.0,6.0
2022.0,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,16.0,14.4,15.3,18.0,359.0,2.0,6.0
2022.0,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,16.6,14.8,15.8,18.0,370.0,2.0,6.0
2022.0,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,14.3,11.8,13.2,21.0,310.0,3.0,6.0
2022.0,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,14.7,11.7,13.3,21.0,313.0,3.0,6.0
2022.0,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6.0,AS10,X,9.8,9.7,9.7,29.0,228.0,5.0,6.0
2022.0,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,10.3,10.0,10.2,28.0,238.0,5.0,6.0
2022.0,Ford,GT,Two-seater,3.5,6.0,AM7,Z,19.9,12.8,16.7,17.0,395.0,2.0,3.0
2022.0,Ford,Maverick AWD,Pickup truck: Small,2.0,4.0,A8,X,10.7,8.1,9.6,29.0,226.0,5.0,5.0
2022.0,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4.0,AV,X,5.6,7.1,6.3,45.0,147.0,8.0,6.0
2022.0,Ford,Mustang,Subcompact,2.3,4.0,A10,X,11.0,7.4,9.3,30.0,220.0,5.0,5.0
2022.0,Ford,Mustang,Subcompact,2.3,4.0,AS10,X,11.4,7.9,9.8,29.0,231.0,5.0,5.0
2022.0,Ford,Mustang (High Performance),Subcompact,2.3,4.0,AS10,X,11.7,8.6,10.3,27.0,242.0,5.0,5.0
2022.0,Ford,Mustang,Subcompact,2.3,4.0,M6,X,11.5,8.2,10.0,28.0,236.0,5.0,5.0
2022.0,Ford,Mustang (High Performance),Subcompact,2.3,4.0,M6,X,11.9,8.7,10.5,27.0,246.0,5.0,5.0
2022.0,Ford,Mustang,Subcompact,5.0,8.0,AS10,X,15.2,9.7,12.7,22.0,298.0,4.0,3.0
2022.0,Ford,Mustang,Subcompact,5.0,8.0,M6,X,16.1,10.1,13.4,21.0,314.0,3.0,3.0
2022.0,Ford,Mustang Convertible,Subcompact,2.3,4.0,A10,X,11.7,8.1,10.1,28.0,237.0,5.0,5.0
2022.0,Ford,Mustang Convertible,Subcompact,2.3,4.0,AS10,X,12.0,8.5,10.4,27.0,244.0,5.0,5.0
2022.0,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,AS10,X,12.1,8.9,10.7,26.0,252.0,5.0,5.0
2022.0,Ford,Mustang Convertible,Subcompact,2.3,4.0,M6,X,11.8,8.6,10.4,27.0,244.0,5.0,5.0
2022.0,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,M6,X,12.3,9.2,10.9,26.0,256.0,5.0,5.0
2022.0,Ford,Mustang Convertible,Subcompact,5.0,8.0,AS10,X,15.8,10.4,13.4,21.0,314.0,3.0,3.0
2022.0,Ford,Mustang Mach 1,Subcompact,5.0,8.0,AS10,X,15.2,10.1,12.9,22.0,302.0,3.0,3.0
2022.0,Ford,Mustang Mach 1,Subcompact,5.0,8.0,M6,X,17.1,11.2,14.5,19.0,339.0,3.0,3.0
2022.0,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4.0,AS10,X,11.9,9.7,10.9,26.0,256.0,5.0,6.0
2022.0,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4.0,AS10,X,12.4,9.7,11.2,25.0,262.0,4.0,6.0
2022.0,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4.0,AS10,X,12.4,12.3,12.4,23.0,291.0,4.0,3.0
2022.0,Ford,Shelby GT500 Mustang,Subcompact,5.2,8.0,AM7,Z,19.9,12.7,16.7,17.0,392.0,2.0,3.0
2022.0,Ford,Transit Connect Van,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.9,9.4,30.0,221.0,5.0,6.0
2022.0,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.9,9.4,30.0,221.0,5.0,5.0
2022.0,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,E,13.3,11.9,12.7,22.0,211.0,5.0,5.0
2022.0,Ford,Transit Connect Van,Special purpose vehicle,2.5,4.0,AS6,X,12.0,8.9,10.6,27.0,249.0,5.0,5.0
2022.0,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4.0,AS8,X,10.0,8.3,9.2,31.0,216.0,5.0,6.0
2022.0,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,X,10.0,8.3,9.2,31.0,216.0,5.0,5.0
2022.0,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,E,14.7,11.3,13.2,21.0,219.0,5.0,5.0
2022.0,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4.0,AS6,X,12.1,9.0,10.6,27.0,249.0,5.0,5.0
2022.0,Genesis,G70 AWD,Compact,2.0,4.0,AS8,Z,11.4,8.2,10.0,28.0,236.0,5.0,3.0
2022.0,Genesis,G70 AWD,Compact,3.3,6.0,AS8,Z,13.5,9.1,11.5,25.0,273.0,4.0,3.0
2022.0,Genesis,G80 AWD,Full-size,2.5,4.0,AS8,Z,10.8,7.9,9.5,30.0,225.0,5.0,5.0
2022.0,Genesis,G80 AWD,Full-size,3.5,6.0,AS8,Z,14.8,9.9,12.6,22.0,298.0,4.0,5.0
2022.0,Genesis,G90 AWD,Full-size,5.0,8.0,AS8,Z,15.0,10.1,12.8,22.0,303.0,3.0,5.0
2022.0,Genesis,GV70 AWD,SUV: Small,2.5,4.0,AS8,Z,10.7,8.4,9.7,29.0,229.0,5.0,5.0
2022.0,Genesis,GV70 AWD,SUV: Small,3.5,6.0,AS8,Z,12.9,10.0,11.6,24.0,275.0,4.0,5.0
2022.0,Genesis,GV80 AWD,SUV: Standard,2.5,4.0,AS8,Z,11.3,9.5,10.5,27.0,248.0,5.0,5.0
2022.0,Genesis,GV80 AWD,SUV: Standard,3.5,6.0,AS8,Z,12.9,10.4,11.8,24.0,279.0,4.0,5.0
2022.0,GMC,Acadia,SUV: Standard,2.0,4.0,A9,X,10.6,8.0,9.4,30.0,221.0,5.0,7.0
2022.0,GMC,Acadia,SUV: Standard,3.6,6.0,A9,X,12.3,8.8,10.7,26.0,252.0,5.0,6.0
2022.0,GMC,Acadia AWD,SUV: Standard,2.0,4.0,A9,X,10.8,8.7,9.9,29.0,232.0,5.0,7.0
2022.0,GMC,Acadia AWD,SUV: Standard,3.6,6.0,A9,X,12.6,9.2,11.0,26.0,259.0,4.0,6.0
2022.0,GMC,Canyon,Pickup truck: Small,2.5,4.0,A6,X,12.2,9.4,10.9,26.0,257.0,5.0,6.0
2022.0,GMC,Canyon,Pickup truck: Small,2.8,4.0,A6,D,11.8,7.9,10.1,28.0,270.0,4.0,3.0
2022.0,GMC,Canyon,Pickup truck: Small,3.6,6.0,A8,X,12.9,9.3,11.3,25.0,263.0,4.0,6.0
2022.0,GMC,Canyon 4WD,Pickup truck: Small,2.5,4.0,A6,X,12.6,9.9,11.4,25.0,267.0,4.0,6.0
2022.0,GMC,Canyon 4WD,Pickup truck: Small,2.8,4.0,A6,D,12.2,8.4,10.5,27.0,283.0,4.0,3.0
2022.0,GMC,Canyon 4WD,Pickup truck: Small,3.6,6.0,A8,X,14.0,9.9,12.1,23.0,283.0,4.0,6.0
2022.0,GMC,Sierra,Pickup truck: Standard,2.7,4.0,A8,X,12.5,10.6,11.6,24.0,274.0,4.0,6.0
2022.0,GMC,Sierra,Pickup truck: Standard,3.0,6.0,A10,D,10.2,7.8,9.1,31.0,245.0,5.0,3.0
2022.0,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.2,12.3,14.5,19.0,341.0,3.0,3.0
2022.0,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A6,E,21.5,16.0,19.1,15.0,321.0,3.0,3.0
2022.0,GMC,Sierra,Pickup truck: Standard,5.3,8.0,A8,X,15.1,11.3,13.4,21.0,314.0,3.0,6.0
2022.0,GMC,Sierra,Pickup truck: Standard,5.3,8.0,A10,X,14.4,11.3,13.0,22.0,305.0,3.0,6.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4.0,A8,X,13.9,12.0,13.1,22.0,306.0,3.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4.0,A8,X,14.7,13.1,14.0,20.0,328.0,3.0,6.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,29.0,265.0,4.0,3.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6.0,A10,D,11.8,10.3,11.2,25.0,298.0,4.0,3.0
2022.0,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.5,12.8,14.8,19.0,347.0,3.0,3.0
2022.0,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,E,22.0,16.4,19.5,14.0,326.0,3.0,3.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A6,X,17.4,14.7,16.2,17.0,380.0,2.0,3.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A6,E,23.1,19.6,21.5,13.0,358.0,2.0,3.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A8,X,15.6,11.9,13.9,20.0,327.0,3.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A8,X,16.9,13.3,15.3,18.0,359.0,2.0,6.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A10,X,14.9,12.0,13.6,21.0,318.0,3.0,6.0
2022.0,GMC,Sierra 4WD (No DFM),Pickup truck: Standard,5.3,8.0,A10,X,16.8,12.4,14.8,19.0,347.0,3.0,6.0
2022.0,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,5.3,8.0,A10,X,15.4,12.3,14.0,20.0,329.0,3.0,6.0
2022.0,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,5.3,8.0,A10,X,16.1,12.4,14.4,20.0,338.0,3.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A10,X,16.6,14.0,15.4,18.0,360.0,2.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8.0,A10,X,18.1,13.8,16.2,17.0,381.0,2.0,6.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8.0,A10,Z,15.7,11.9,14.0,20.0,329.0,3.0,6.0
2022.0,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,6.2,8.0,A10,Z,16.6,12.3,14.7,19.0,345.0,3.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8.0,A10,Z,16.5,13.2,15.0,19.0,352.0,3.0,6.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8.0,A10,Z,18.2,14.2,16.4,17.0,385.0,2.0,6.0
2022.0,GMC,Terrain,SUV: Small,1.5,4.0,A9,X,9.2,7.8,8.6,33.0,202.0,6.0,7.0
2022.0,GMC,Terrain AWD,SUV: Small,1.5,4.0,A9,X,9.6,8.3,9.0,31.0,212.0,5.0,7.0
2022.0,GMC,Yukon,SUV: Standard,3.0,6.0,A10,D,11.2,8.7,10.1,28.0,272.0,4.0,3.0
2022.0,GMC,Yukon,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20.0,327.0,3.0,6.0
2022.0,GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,16.0,11.9,14.1,20.0,332.0,3.0,6.0
2022.0,GMC,Yukon 4WD,SUV: Standard,3.0,6.0,A10,D,11.7,9.0,10.5,27.0,281.0,4.0,3.0
2022.0,GMC,Yukon 4WD,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20.0,327.0,3.0,6.0
2022.0,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,17.0,12.7,15.1,19.0,354.0,3.0,6.0
2022.0,GMC,Yukon 4WD,SUV: Standard,6.2,8.0,A10,Z,16.3,12.7,14.7,19.0,345.0,3.0,6.0
2022.0,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,6.2,8.0,A10,Z,17.0,12.7,15.1,19.0,353.0,3.0,6.0
2022.0,GMC,Yukon XL,SUV: Standard,3.0,6.0,A10,D,11.2,8.7,10.1,28.0,272.0,4.0,3.0
2022.0,GMC,Yukon XL,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20.0,327.0,3.0,6.0
2022.0,GMC,Yukon XL (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,16.0,11.9,14.1,20.0,332.0,3.0,6.0
2022.0,GMC,Yukon XL 4WD,SUV: Standard,3.0,6.0,A10,D,11.7,9.0,10.5,27.0,281.0,4.0,3.0
2022.0,GMC,Yukon XL 4WD,SUV: Standard,5.3,8.0,A10,X,15.9,12.4,14.3,20.0,336.0,3.0,6.0
2022.0,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,17.0,12.7,15.1,19.0,354.0,3.0,6.0
2022.0,GMC,Yukon XL 4WD,SUV: Standard,6.2,8.0,A10,Z,16.3,12.7,14.7,19.0,345.0,3.0,6.0
2022.0,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,6.2,8.0,A10,Z,17.0,12.7,15.1,19.0,353.0,3.0,6.0
2022.0,Honda,Accord,Full-size,1.5,4.0,AV,X,7.8,6.5,7.2,39.0,168.0,7.0,7.0
2022.0,Honda,Accord Sport/Touring,Full-size,1.5,4.0,AV7,X,8.1,6.8,7.5,38.0,176.0,7.0,7.0
2022.0,Honda,Accord Sport/Touring,Full-size,2.0,4.0,AS10,X,10.4,7.4,9.1,31.0,211.0,5.0,7.0
2022.0,Honda,Accord Hybrid,Full-size,2.0,4.0,AV,X,5.0,5.0,5.0,56.0,117.0,9.0,7.0
2022.0,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4.0,AV,X,5.3,5.7,5.5,51.0,129.0,8.0,7.0
2022.0,Honda,Civic Hatchback,Full-size,1.5,4.0,AV7,X,7.7,6.3,7.1,40.0,166.0,7.0,7.0
2022.0,Honda,Civic Hatchback,Full-size,1.5,4.0,M6,X,8.5,6.3,7.5,38.0,175.0,7.0,6.0
2022.0,Honda,Civic Hatchback,Full-size,2.0,4.0,AV,X,8.0,6.2,7.2,39.0,167.0,7.0,7.0
2022.0,Honda,Civic Hatchback,Full-size,2.0,4.0,M6,X,9.1,6.6,8.0,35.0,186.0,6.0,6.0
2022.0,Honda,Civic Sedan,Mid-size,1.5,4.0,AV7,X,7.6,6.1,6.9,41.0,162.0,7.0,7.0
2022.0,Honda,Civic Sedan,Mid-size,2.0,4.0,AV,X,7.7,6.0,6.9,41.0,162.0,7.0,7.0
2022.0,Honda,Civic Sedan,Mid-size,2.0,4.0,AV7,X,7.8,6.3,7.1,40.0,165.0,7.0,7.0
2022.0,Honda,Civic Sedan Si,Mid-size,1.5,4.0,M6,Z,8.7,6.4,7.7,37.0,180.0,7.0,6.0
2022.0,Honda,CR-V,SUV: Small,1.5,4.0,AV,X,8.3,7.0,7.7,37.0,180.0,7.0,6.0
2022.0,Honda,CR-V AWD,SUV: Small,1.5,4.0,AV,X,8.7,7.4,8.1,35.0,189.0,6.0,6.0
2022.0,Honda,HR-V,Station wagon: Small,1.8,4.0,AV,X,8.4,7.0,7.8,36.0,181.0,6.0,5.0
2022.0,Honda,HR-V AWD,Station wagon: Small,1.8,4.0,AV,X,8.8,7.5,8.2,34.0,193.0,6.0,5.0
2022.0,Honda,HR-V AWD,Station wagon: Small,1.8,4.0,AV7,X,9.1,7.7,8.5,33.0,200.0,6.0,5.0
2022.0,Honda,Odyssey,Minivan,3.5,6.0,AS10,X,12.2,8.5,10.6,27.0,248.0,5.0,5.0
2022.0,Honda,Passport AWD,SUV: Small,3.5,6.0,AS9,X,12.5,9.8,11.3,25.0,265.0,4.0,3.0
2022.0,Honda,Pilot AWD,SUV: Small,3.5,6.0,AS9,X,12.4,9.3,11.0,26.0,256.0,5.0,3.0
2022.0,Honda,Pilot AWD TrailSport,SUV: Small,3.5,6.0,AS9,X,12.3,9.5,11.1,25.0,260.0,4.0,3.0
2022.0,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6.0,AS9,X,12.8,9.9,11.5,25.0,271.0,4.0,3.0
2022.0,Hyundai,Elantra,Mid-size,1.6,4.0,AM7,X,8.4,6.6,7.6,37.0,179.0,7.0,5.0
2022.0,Hyundai,Elantra,Mid-size,2.0,4.0,AV1,X,7.6,5.7,6.7,42.0,158.0,7.0,5.0
2022.0,Hyundai,Elantra (ISG),Mid-size,2.0,4.0,AV1,X,7.1,5.5,6.4,44.0,151.0,7.0,5.0
2022.0,Hyundai,Elantra,Mid-size,2.0,4.0,M6,X,9.1,6.3,7.8,36.0,185.0,6.0,5.0
2022.0,Hyundai,Elantra N,Mid-size,2.0,4.0,AM8,Z,12.1,7.9,10.2,28.0,241.0,5.0,3.0
2022.0,Hyundai,Elantra N,Mid-size,2.0,4.0,M6,Z,10.9,7.7,9.4,30.0,223.0,5.0,3.0
2022.0,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4.0,AM6,X,4.5,4.2,4.4,64.0,103.0,9.0,7.0
2022.0,Hyundai,IONIQ,Full-size,1.6,4.0,AM6,X,4.3,4.1,4.2,67.0,99.0,9.0,7.0
2022.0,Hyundai,IONIQ Blue,Full-size,1.6,4.0,AM6,X,4.0,3.9,4.0,71.0,94.0,10.0,7.0
2022.0,Hyundai,Kona,SUV: Small,2.0,4.0,AV,X,8.0,6.6,7.4,38.0,174.0,7.0,7.0
2022.0,Hyundai,Kona N,SUV: Small,2.0,4.0,AM8,Z,11.8,8.7,10.4,27.0,246.0,5.0,3.0
2022.0,Hyundai,Kona AWD,SUV: Small,1.6,4.0,AM7,X,8.8,7.4,8.2,34.0,193.0,6.0,5.0
2022.0,Hyundai,Kona AWD,SUV: Small,2.0,4.0,AV,X,8.5,7.2,7.9,36.0,187.0,6.0,7.0
2022.0,Hyundai,Palisade AWD,SUV: Standard,3.8,6.0,AS8,X,12.3,9.6,11.1,25.0,265.0,4.0,5.0
2022.0,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4.0,AM8,X,12.1,8.6,10.6,27.0,250.0,5.0,5.0
2022.0,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AM8,X,11.0,8.5,9.9,29.0,233.0,5.0,5.0
2022.0,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AS8,X,10.6,9.3,10.0,28.0,235.0,5.0,7.0
2022.0,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4.0,AM6,X,7.1,7.9,7.4,38.0,176.0,7.0,7.0
2022.0,Hyundai,Sonata,Full-size,1.6,4.0,AS8,X,8.8,6.4,7.7,37.0,183.0,6.0,5.0
2022.0,Hyundai,Sonata,Full-size,2.5,4.0,AM8,X,10.1,7.2,8.8,32.0,208.0,6.0,5.0
2022.0,Hyundai,Sonata,Full-size,2.5,4.0,AS8,X,8.8,6.4,7.7,37.0,182.0,6.0,7.0
2022.0,Hyundai,Sonata Hybrid,Full-size,2.0,4.0,AM6,X,5.3,4.6,5.0,56.0,117.0,9.0,7.0
2022.0,Hyundai,Tucson,SUV: Small,2.5,4.0,AS8,X,9.1,7.1,8.2,34.0,194.0,6.0,5.0
2022.0,Hyundai,Tucson AWD,SUV: Small,2.5,4.0,AS8,X,9.9,8.0,9.0,31.0,214.0,5.0,5.0
2022.0,Hyundai,Tucson Hybrid,SUV: Small,1.6,4.0,AM6,X,6.3,6.6,6.4,44.0,152.0,7.0,7.0
2022.0,Hyundai,Veloster N,Compact,2.0,4.0,AM8,Z,12.0,8.6,10.5,27.0,248.0,5.0,3.0
2022.0,Hyundai,Veloster N,Compact,2.0,4.0,M6,Z,10.6,8.3,9.5,30.0,226.0,5.0,3.0
2022.0,Hyundai,Venue,Mid-size,1.6,4.0,AV1,X,7.9,6.9,7.5,38.0,176.0,7.0,5.0
2022.0,Hyundai,Venue,Mid-size,1.6,4.0,M6,X,8.6,6.8,7.8,36.0,184.0,6.0,5.0
2022.0,Infiniti,Q50 AWD,Mid-size,3.0,6.0,AS7,Z,12.5,8.7,10.8,26.0,254.0,5.0,3.0
2022.0,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6.0,AS7,Z,12.5,9.3,11.1,25.0,261.0,4.0,3.0
2022.0,Infiniti,Q60 AWD,Subcompact,3.0,6.0,AS7,Z,12.3,8.7,10.7,26.0,252.0,5.0,3.0
2022.0,Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6.0,AS7,Z,12.5,9.2,11.0,26.0,259.0,4.0,3.0
2022.0,Infiniti,QX50 AWD,SUV: Small,2.0,4.0,AV8,Z,10.8,8.3,9.7,29.0,228.0,5.0,6.0
2022.0,Infiniti,QX55 AWD,SUV: Small,2.0,4.0,AV8,Z,10.5,8.3,9.5,30.0,223.0,5.0,6.0
2022.0,Infiniti,QX60 AWD,SUV: Standard,3.5,6.0,AS9,Z,11.9,9.5,10.8,26.0,253.0,5.0,5.0
2022.0,Infiniti,QX80 4WD,SUV: Standard,5.6,8.0,AS7,Z,17.5,12.2,15.1,19.0,355.0,3.0,3.0
2022.0,Jaguar,E-PACE P250,SUV: Small,2.0,4.0,AS9,Z,11.5,9.2,10.4,27.0,247.0,5.0,7.0
2022.0,Jaguar,E-PACE P300,SUV: Small,2.0,4.0,AS9,Z,11.2,9.2,10.3,27.0,245.0,5.0,7.0
2022.0,Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8.0,AS8,Z,14.1,9.7,12.1,23.0,286.0,4.0,3.0
2022.0,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8.0,AS8,Z,15.2,9.8,12.7,22.0,299.0,3.0,3.0
2022.0,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8.0,AS8,Z,14.1,9.7,12.1,23.0,286.0,4.0,3.0
